Master Subject ID,Primary Key,Occurred Date,Location,Subject Sex,Subject Race,Subject Race Ethnicity,X Coordinate,Y Coordinate,Council District,County Code,Zip Code,Census Tract,County Description
337117791: 20201231193,20201231193,05/02/2020 12:00:00 AM,710 E BEN WHITE BLVD WB,M,W,Hispanic,3110268,10052996,3,1,78704,23.22,TRAVIS COUNTY
337119582: 20203551369,20203551369,12/20/2020 12:00:00 AM,N IH 35 SVRD NB / E CESAR CHAVEZ ST,M,W,Hispanic,3116588,10068234,3,1,78702,9,TRAVIS COUNTY
337119682: 20201560098,20201560098,06/04/2020 12:00:00 AM,6000 FM 969 RD,M,W,Hispanic,3139063,10077908,1,1,78724,22.14,TRAVIS COUNTY
337119773: 20203100895,20203100895,11/05/2020 12:00:00 AM,105 E STASSNEY LN,M,W,Hispanic,3105011,10047327,3,1,78745,24.43,TRAVIS COUNTY
337249065: 20201361746,20201361746,05/15/2020 12:00:00 AM,E RIVERSIDE DR / S IH 35 SVRD NB,M,W,Hispanic,3116984,10063459,9,1,78741,23,TRAVIS COUNTY
337379787: 20201631012,20201631012,06/11/2020 12:00:00 AM,4509 E ST ELMO RD,M,W,Hispanic,3116165,10048034,2,1,78744,24.13,TRAVIS COUNTY
338166517: 2020450151,2020450151,02/14/2020 12:00:00 AM,701 TRINITY ST,M,B,Black,3115610,10070839,9,1,78701,11,TRAVIS COUNTY
338559561: 20201200852,20201200852,04/29/2020 12:00:00 AM,11100 CAIN HARVEST DR,F,W,White,3144856,10105826,1,1,78754,450,TRAVIS COUNTY
338690613: 20203511191,20203511191,12/16/2020 12:00:00 AM,8700 E US 290 HWY SVRD WB,M,B,Black,3140236,10093581,1,1,78754,436,TRAVIS COUNTY
338953040: 20202990177,20202990177,10/25/2020 12:00:00 AM,E 6TH ST / TRINITY ST,F,W,Hispanic,3115416,10070416,9,1,78701,11,TRAVIS COUNTY
339019167: 2020151910,2020151910,01/15/2020 12:00:00 AM,700 E 6TH ST,F,B,Black,3116520,10070158,9,1,78701,11,TRAVIS COUNTY
339019167: 2020381605,2020381605,02/07/2020 12:00:00 AM,823 CONGRESS AVE,F,B,Black,3114720,10071679,9,1,78701,11,TRAVIS COUNTY
339020172: 2020771058,2020771058,03/17/2020 12:00:00 AM,2609 E 7TH ST,M,B,Black,3124004,10068204,3,1,78702,9,TRAVIS COUNTY
339020423: 20201701163,20201701163,06/18/2020 12:00:00 AM,CALLES ST / HIDALGO ST,M,W,White,3124008,10067733,3,1,78702,9,TRAVIS COUNTY
341377420: 202091842,202091842,01/09/2020 12:00:00 AM,901 S IH 35 NB,M,W,Hispanic,3116863,10063722,9,1,78741,23,TRAVIS COUNTY
341377420: 20201470150,20201470150,05/26/2020 12:00:00 AM,902 WILLOW ST,M,W,Hispanic,3116654,10067948,3,1,78702,10,TRAVIS COUNTY
352321825: 2020501855,2020501855,02/19/2020 12:00:00 AM,400 BLOCK E 6TH ST,M,W,White,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
352321825: 20202051180,20202051180,07/23/2020 12:00:00 AM,E 6TH ST / N IH 35 SVRD NB,M,W,White,3117048,10069933,3,1,78702,9,TRAVIS COUNTY
352321825: 20203290577,20203290577,11/24/2020 12:00:00 AM,E 6TH ST / N IH 35 SVRD NB,M,W,White,3117048,10069933,3,1,78702,9,TRAVIS COUNTY
352977195: 2020330317,2020330317,02/02/2020 12:00:00 AM,3616 AUTUMN BAY DR,M,W,Hispanic,3129790,10046350,2,1,78744,24.48,TRAVIS COUNTY
356648254: 20202211184,20202211184,08/08/2020 12:00:00 AM,6501 S CONGRESS AVE,M,W,Hispanic,3104000,10044022,2,1,78745,24.43,TRAVIS COUNTY
356648499: 20201841211,20201841211,07/02/2020 12:00:00 AM,2804 E 2ND ST,M,W,Hispanic,3124192,10065829,3,1,78702,9,TRAVIS COUNTY
356648815: 20203580222,20203580222,12/23/2020 12:00:00 AM,11901 PAVILION BLVD,M,W,Hispanic,3109343,10127585,10,1,78759,25,TRAVIS COUNTY
356649082: 20203410306,20203410306,12/06/2020 12:00:00 AM,3000 S IH 35 SB,M,W,Hispanic,3113843,10055779,9,1,78704,23.23,TRAVIS COUNTY
356649236: 2020592214,2020592214,02/28/2020 12:00:00 AM,6305 CAMERON RD,M,W,White,3128819,10090096,1,1,78723,21,TRAVIS COUNTY
356651443: 20201830134,20201830134,07/01/2020 12:00:00 AM,6707 CAMERON RD,F,W,Hispanic,3129252,10090848,1,1,78752,402,TRAVIS COUNTY
356655305: 202011521,202011521,01/01/2020 12:00:00 AM,6813 GALINDO ST,M,W,Hispanic,3129992,10056738,3,1,78741,23.21,TRAVIS COUNTY
356660557: 20203070908,20203070908,11/02/2020 12:00:00 AM,914 W ANDERSON LN,M,W,Hispanic,3122667,10100313,7,1,78757,405,TRAVIS COUNTY
356662575: 20202130108,20202130108,07/31/2020 12:00:00 AM,2101 RIVERS EDGE WAY,M,W,Hispanic,3124755,10056268,3,1,78741,23.14,TRAVIS COUNTY
356666209: 2020711448,2020711448,03/11/2020 12:00:00 AM,100 CONGRESS AVE,M,W,Hispanic,3113729,10069275,9,1,78701,11,TRAVIS COUNTY
356780947: 20203490417,20203490417,12/14/2020 12:00:00 AM,3100 S LAMAR BLVD,F,W,White,3101405,10061151,5,1,78704,19.22,TRAVIS COUNTY
356909813: 20203191134,20203191134,11/14/2020 12:00:00 AM,1819 S PLEASANT VALLEY RD,F,W,White,3121663,10058613,3,1,78741,23.24,TRAVIS COUNTY
361955653: 20202791487,20202791487,10/05/2020 12:00:00 AM,6700 MIDDLE FISKVILLE RD,M,W,Hispanic,3124980,10093012,4,1,78752,15,TRAVIS COUNTY
365692505: 20202220484,20202220484,08/09/2020 12:00:00 AM,12106 JILL SUE CT,M,W,Hispanic,3093675,10137984,6,2,78750,204,WILLIAMSON COUNTY
365695607: 20202920052,20202920052,10/18/2020 12:00:00 AM,400 E 7TH ST,F,W,Hispanic,3115553,10070779,9,1,78701,11,TRAVIS COUNTY
365699610: 20203641483,20203641483,12/29/2020 12:00:00 AM,5106 NUCKOLS CROSSING RD,M,W,Hispanic,3116306,10044000,2,1,78744,24.13,TRAVIS COUNTY
366674190: 20201761384,20201761384,06/24/2020 12:00:00 AM,6101 HIGHLAND CAMPUS DR,M,I,Hispanic,3122937,10091940,4,1,78752,15,TRAVIS COUNTY
367134024: 20203121645,20203121645,11/08/2020 12:00:00 AM,9106 N IH 35 SVRD SB,M,W,Hispanic,3130052,10103286,4,1,78753,431,TRAVIS COUNTY
367134097: 20201311064,20201311064,05/10/2020 12:00:00 AM,2121 BURTON DR,F,W,Hispanic,3117739,10057654,3,1,78741,23.15,TRAVIS COUNTY
367199137: 2020381526,2020381526,02/07/2020 12:00:00 AM,7504 SHERWOOD RD,M,W,Hispanic,3096463,10043080,5,1,78745,24.24,TRAVIS COUNTY
367199137: 20201250939,20201250939,05/04/2020 12:00:00 AM,7504 SHERWOOD RD,M,W,Hispanic,3096463,10043080,5,1,78745,24.24,TRAVIS COUNTY
367788664: 2020370263,2020370263,02/06/2020 12:00:00 AM,6307 CAMERON RD,M,W,Hispanic,3128893,10090071,1,1,78723,21,TRAVIS COUNTY
367788664: 20201220853,20201220853,05/01/2020 12:00:00 AM,9106 N IH 35 SVRD SB,M,W,Hispanic,3130052,10103286,4,1,78753,431,TRAVIS COUNTY
367789736: 2020731900,2020731900,03/13/2020 12:00:00 AM,2306 TAMARISK CIR,M,W,Hispanic,3111977,10044337,2,1,78744,24.11,TRAVIS COUNTY
367790011: 20203481580,20203481580,12/13/2020 12:00:00 AM,9300 S IH 35 SVRD SB,M,W,Hispanic,3100423,10033116,5,1,78748,24.37,TRAVIS COUNTY
368771429: 2020420567,2020420567,02/11/2020 12:00:00 AM,5808 BURNET RD,M,B,Black,3114296,10094831,7,1,78756,2,TRAVIS COUNTY
368771919: 20201361163,20201361163,05/15/2020 12:00:00 AM,N IH 35 SVRD SB / E ST JOHNS AVE,M,B,Black,3125834,10094629,4,1,78752,400,TRAVIS COUNTY
371197852: 202041313,202041313,01/04/2020 12:00:00 AM,2306 E CESAR CHAVEZ ST,M,W,Hispanic,3122086,10066346,3,1,78702,9,TRAVIS COUNTY
371197852: 2020630515,2020630515,03/03/2020 12:00:00 AM,2300 PARKER LN,M,W,Hispanic,3116450,10057789,3,1,78741,23,TRAVIS COUNTY
371197852: 2020960543,2020960543,04/05/2020 12:00:00 AM,4710 CREEK BEND DR,M,W,Hispanic,3112756,10040174,2,1,78744,24.12,TRAVIS COUNTY
371197852: 20201351079,20201351079,05/14/2020 12:00:00 AM,6306 E RIVERSIDE DR,M,W,Hispanic,3127258,10055405,3,1,78741,23.21,TRAVIS COUNTY
371197852: 20201951041,20201951041,07/13/2020 12:00:00 AM,4710 CREEK BEND DR,M,W,Hispanic,3112756,10040174,2,1,78744,24.12,TRAVIS COUNTY
371197852: 20201960851,20201960851,07/14/2020 12:00:00 AM,4710 CREEK BEND DR,M,W,Hispanic,3112756,10040174,2,1,78744,24.12,TRAVIS COUNTY
372114031: 20202770230,20202770230,10/03/2020 12:00:00 AM,E 6TH ST / N IH 35 SVRD SB,M,W,Hispanic,3116793,10070016,9,1,78701,11,TRAVIS COUNTY
372114034: 20206900409,20206900409,07/21/2020 12:00:00 AM,E WILLIAM CANNON DR / S IH 35 SVRD SB,M,W,Hispanic,3106095,10042404,2,1,78745,24.22,TRAVIS COUNTY
372114537: 20202650120,20202650120,09/21/2020 12:00:00 AM,4500 LUCKSINGER LN,M,W,Hispanic,3107334,10051594,3,1,78745,24,TRAVIS COUNTY
372114537: 20202920904,20202920904,10/18/2020 12:00:00 AM,4700 BLOCK S CONGRESS AVE,M,W,Hispanic,3106509,10051553,3,1,78745,20,TRAVIS COUNTY
372114537: 20203641312,20203641312,12/29/2020 12:00:00 AM,1300 CROSSING PL,M,W,Hispanic,3123925,10059981,3,1,78741,23.27,TRAVIS COUNTY
373555613: 2020531519,2020531519,02/22/2020 12:00:00 AM,9345 E US 290 HWY SVRD EB,M,B,Black,3145599,10093607,1,1,78724,22.20,TRAVIS COUNTY
373555613: 2020720109,2020720109,03/12/2020 12:00:00 AM,400 E 6TH ST,M,B,Black,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
373623368: 20201131234,20201131234,04/22/2020 12:00:00 AM,6810 DEATONHILL DR,M,W,White,3091235,10048824,5,1,78745,321,TRAVIS COUNTY
373689354: 20201221646,20201221646,05/01/2020 12:00:00 AM,8221 N IH 35 SVRD NB,M,W,White,3128555,10098998,4,1,78753,403,TRAVIS COUNTY
373689376: 20201770978,20201770978,06/25/2020 12:00:00 AM,212 PEDERNALES ST,F,B,Black,3122632,10066522,3,1,78702,9,TRAVIS COUNTY
373689450: 20201451592,20201451592,05/24/2020 12:00:00 AM,11008 N LAMAR BLVD,M,W,White,3130614,10111687,4,1,78758,409,TRAVIS COUNTY
373689658: 20203070422,20203070422,11/02/2020 12:00:00 AM,1950 WEBBERVILLE RD,M,B,Black,3136562,10077162,1,1,78721,21,TRAVIS COUNTY
373689658: 20203200248,20203200248,11/15/2020 12:00:00 AM,1905 WEST LOOP,M,B,Black,3121365,10108820,4,1,78758,407,TRAVIS COUNTY
373689804: 2020321903,2020321903,02/01/2020 12:00:00 AM,5618 MANOR RD,M,B,Black,3133248,10084440,1,1,78723,21,TRAVIS COUNTY
373690821: 2020131614,2020131614,01/13/2020 12:00:00 AM,2100 WICKERSHAM LN,M,B,Black,3121437,10057605,3,1,78741,23.14,TRAVIS COUNTY
373696355: 2020591435,2020591435,02/28/2020 12:00:00 AM,12211 ANTOINETTE PL,M,B,Black,3119327,10126136,7,1,78727,413,TRAVIS COUNTY
373697663: 2020790209,2020790209,03/19/2020 12:00:00 AM,1936 E OLTORF ST,F,B,Black,3117389,10057471,3,1,78741,23.15,TRAVIS COUNTY
373757054: 20201910859,20201910859,07/09/2020 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,M,B,Black,3111061,10053193,3,1,78704,23.22,TRAVIS COUNTY
373761675: 2020661352,2020661352,03/06/2020 12:00:00 AM,11601 CENTURY OAKS TER,M,B,Black,3118850,10119965,7,1,78758,454,TRAVIS COUNTY
373761903: 20201511278,20201511278,05/30/2020 12:00:00 AM,2313 RIO GRANDE ST,M,B,Black,3113617,10077874,9,1,78705,6,TRAVIS COUNTY
373819000: 20201130930,20201130930,04/22/2020 12:00:00 AM,2211 JUSTIN LN,F,W,White,3115638,10098648,7,1,78757,15,TRAVIS COUNTY
373883745: 20201951239,20201951239,07/13/2020 12:00:00 AM,7813 PACES MILL LN,M,W,Hispanic,3114437,10032145,2,1,78744,24.39,TRAVIS COUNTY
373885154: 20201650414,20201650414,06/13/2020 12:00:00 AM,6607 CIRCLE S RD,M,B,Black,3104147,10043268,2,1,78745,24.43,TRAVIS COUNTY
373885483: 2020520049,2020520049,02/21/2020 12:00:00 AM,507 E WONSLEY DR,M,B,Black,3127032,10098670,4,1,78753,400,TRAVIS COUNTY
373886069: 20201451715,20201451715,05/24/2020 12:00:00 AM,51 RAINEY ST,M,W,Hispanic,3115554,10066686,9,1,78701,11,TRAVIS COUNTY
373886069: 20202340980,20202340980,08/21/2020 12:00:00 AM,2000 S IH 35 SVRD NB,M,W,Hispanic,3115953,10059802,9,1,78704,14,TRAVIS COUNTY
376439057: 2020750901,2020750901,03/15/2020 12:00:00 AM,200 E 6TH ST,M,B,Black,3114822,10070669,9,1,78701,11,TRAVIS COUNTY
376439057: 2020941035,2020941035,04/03/2020 12:00:00 AM,500 E 7TH ST,M,B,Black,3115952,10070759,9,1,78701,11,TRAVIS COUNTY
377946965: 20201521503,20201521503,05/31/2020 12:00:00 AM,9600 S IH 35 SVRD SB,M,B,Black,3099540,10031306,5,1,78748,24.37,TRAVIS COUNTY
378077468: 20201601196,20201601196,06/08/2020 12:00:00 AM,2601 S PLEASANT VALLEY RD,F,B,Black,3118987,10054971,3,1,78741,23.13,TRAVIS COUNTY
378078724: 20201601196,20201601196,06/08/2020 12:00:00 AM,2601 S PLEASANT VALLEY RD,F,B,Black,3118987,10054971,3,1,78741,23.13,TRAVIS COUNTY
378733113: 20202321494,20202321494,08/19/2020 12:00:00 AM,7100 BERKMAN DR,F,B,Black,3130655,10091594,1,1,78752,402,TRAVIS COUNTY
378739768: 20203471594,20203471594,12/12/2020 12:00:00 AM,8212 RESEARCH BLVD SVRD SB,F,B,Black,3121920,10102360,7,1,78757,405,TRAVIS COUNTY
378864118: 2020281062,2020281062,01/28/2020 12:00:00 AM,4900 MUELLER BLVD,M,W,White,3125557,10083907,9,1,78723,3,TRAVIS COUNTY
380240625: 20201720045,20201720045,06/20/2020 12:00:00 AM,509 E BEN WHITE BLVD SVRD EB,M,W,White,3110048,10052666,3,1,78745,24,TRAVIS COUNTY
380305815: 2020111782,2020111782,01/12/2020 12:00:00 AM,804 W STASSNEY LN,M,B,Black,3101872,10049171,2,1,78745,24.10,TRAVIS COUNTY
380305815: 2020592316,2020592316,02/28/2020 12:00:00 AM,5505 CORK PATH,M,B,Black,3096890,10051983,5,1,78745,303,TRAVIS COUNTY
380372020: 20203400258,20203400258,12/05/2020 12:00:00 AM,1100 BLOCK E BEN WHITE BLVD WB,M,W,White,3112088,10051991,3,1,78741,23,TRAVIS COUNTY
380833370: 2020610208,2020610208,03/01/2020 12:00:00 AM,400 E 6TH ST,M,W,Hispanic,3115491,10070521,9,1,78701,11,TRAVIS COUNTY
381291027: 20202481687,20202481687,09/05/2020 12:00:00 AM,709 E 9TH ST,F,B,Black,3117028,10071040,9,1,78701,11,TRAVIS COUNTY
381681993: 20201460062,20201460062,05/25/2020 12:00:00 AM,325 E 6TH ST,M,W,White,3115339,10070350,9,1,78701,11,TRAVIS COUNTY
382206937: 20203330164,20203330164,11/28/2020 12:00:00 AM,401 E 6TH ST,M,B,Hispanic,3115440,10070324,9,1,78701,11,TRAVIS COUNTY
382665565: 2020870738,2020870738,03/27/2020 12:00:00 AM,1701 W BEN WHITE BLVD SVRD EB,M,W,White,3101460,10055472,5,1,78745,20,TRAVIS COUNTY
382671712: 2020601475,2020601475,02/29/2020 12:00:00 AM,1043 ROSEMONT ST,F,W,White,3126639,10089677,1,1,78723,21,TRAVIS COUNTY
382996392: 20201151480,20201151480,04/24/2020 12:00:00 AM,600 SABINE ST,M,B,Black,3116415,10070250,9,1,78701,11,TRAVIS COUNTY
382996392: 20202510225,20202510225,09/07/2020 12:00:00 AM,600 NECHES ST,M,B,Black,3115742,10070344,9,1,78701,11,TRAVIS COUNTY
382998832: 2020900199,2020900199,03/30/2020 12:00:00 AM,6707 CAMERON RD,M,B,Black,3129252,10090848,1,1,78752,402,TRAVIS COUNTY
382998832: 20203211337,20203211337,11/16/2020 12:00:00 AM,1046 BROADVIEW ST,M,B,Black,3126943,10090030,1,1,78723,21,TRAVIS COUNTY
383062351: 20202280174,20202280174,08/15/2020 12:00:00 AM,1501 E HOWARD LN,M,B,Black,3144857,10121346,7,1,78754,439,TRAVIS COUNTY
383062351: 20202710418,20202710418,09/27/2020 12:00:00 AM,1501 E HOWARD LN,M,B,Black,3144857,10121346,7,1,78754,439,TRAVIS COUNTY
383062353: 2020841449,2020841449,03/24/2020 12:00:00 AM,8912 N LAMAR BLVD,M,B,Black,3127055,10103954,4,1,78758,406,TRAVIS COUNTY
383064688: 2020270126,2020270126,01/27/2020 12:00:00 AM,409 E 6TH ST,F,B,Black,3115535,10070296,9,1,78701,11,TRAVIS COUNTY
383517489: 20203340985,20203340985,11/29/2020 12:00:00 AM,603 WILMES DR,M,B,Black,3121004,10093585,4,1,78752,15,TRAVIS COUNTY
384042023: 20201540214,20201540214,06/02/2020 12:00:00 AM,1910 W BRAKER LN,M,B,Black,3124637,10116179,7,1,78758,418,TRAVIS COUNTY
384042023: 20201711381,20201711381,06/19/2020 12:00:00 AM,5310 BURNET RD,M,B,Black,3114516,10092216,7,1,78756,2,TRAVIS COUNTY
384042023: 20201820027,20201820027,06/29/2020 12:00:00 AM,5300 BURNET RD,M,B,Black,3114758,10091858,7,1,78756,2,TRAVIS COUNTY
384042023: 20203031023,20203031023,10/29/2020 12:00:00 AM,5310 BURNET RD,M,B,Black,3114516,10092216,7,1,78756,2,TRAVIS COUNTY
384042228: 20201051057,20201051057,04/14/2020 12:00:00 AM,1105 CLAYTON LN,M,B,Black,3126792,10089198,4,1,78723,21,TRAVIS COUNTY
384044037: 20203661078,20203661078,12/31/2020 12:00:00 AM,1708 PATTON LN,M,B,Black,3131031,10089793,1,1,78723,21.12,TRAVIS COUNTY
384044353: 20202521474,20202521474,09/08/2020 12:00:00 AM,5516 N LAMAR BLVD,M,B,Black,3118405,10091065,7,1,78756,2,TRAVIS COUNTY
384044601: 20201880901,20201880901,07/06/2020 12:00:00 AM,5425 N IH 35 SVRD NB,M,B,Black,3125688,10087500,4,1,78723,21,TRAVIS COUNTY
384045603: 20202190916,20202190916,08/06/2020 12:00:00 AM,1025 E 32ND ST,M,B,Black,3120149,10078594,9,1,78705,4,TRAVIS COUNTY
384046309: 20202130859,20202130859,07/31/2020 12:00:00 AM,1119 SPUR ST,M,B,Black,3131507,10072149,3,1,78721,21.10,TRAVIS COUNTY
384046309: 20202991254,20202991254,10/25/2020 12:00:00 AM,3811 E 12TH ST,M,B,Black,3130797,10074308,1,1,78721,21,TRAVIS COUNTY
384046380: 20202411593,20202411593,08/28/2020 12:00:00 AM,11116 MIDDLE FISKVILLE RD,M,W,White,3133848,10110430,4,1,78753,410,TRAVIS COUNTY
384047344: 2020500736,2020500736,02/19/2020 12:00:00 AM,6103 MANOR RD,F,B,Black,3134407,10085593,1,1,78723,21,TRAVIS COUNTY
384047344: 20202861174,20202861174,10/12/2020 12:00:00 AM,5401 N IH 35 SVRD NB,F,B,Black,3124881,10087415,4,1,78723,21,TRAVIS COUNTY
384047344: 20203321244,20203321244,11/27/2020 12:00:00 AM,7009 MILLRACE DR,F,B,Black,3141821,10086006,1,1,78724,22,TRAVIS COUNTY
384050587: 20202790823,20202790823,10/05/2020 12:00:00 AM,8421 WAXWING CT,M,B,Black,3125075,10102067,4,1,78758,401,TRAVIS COUNTY
384051726: 2020261654,2020261654,01/26/2020 12:00:00 AM,6619 N IH 35 SVRD NB,F,B,Black,3125769,10092777,4,1,78752,434,TRAVIS COUNTY
384051909: 2020861150,2020861150,03/26/2020 12:00:00 AM,901 E CESAR CHAVEZ ST,M,B,Black,3116667,10068116,3,1,78702,10,TRAVIS COUNTY
384056424: 20201951174,20201951174,07/13/2020 12:00:00 AM,500 E 6TH ST,M,B,Black,3115841,10070419,9,1,78701,11,TRAVIS COUNTY
384058938: 20201220593,20201220593,05/01/2020 12:00:00 AM,2502 E OLTORF ST,M,W,White,3119293,10056363,3,1,78741,23.16,TRAVIS COUNTY
384075902: 2020950027,2020950027,04/04/2020 12:00:00 AM,9010 GALEWOOD DR,M,B,Black,3122209,10107272,4,1,78758,407,TRAVIS COUNTY
384368951: 20202080150,20202080150,07/26/2020 12:00:00 AM,2200 S PLEASANT VALLEY RD,M,W,Hispanic,3119913,10057599,3,1,78741,23.16,TRAVIS COUNTY
384502364: 20202030814,20202030814,07/21/2020 12:00:00 AM,6004 FM 969 RD,M,B,Black,3138844,10077706,1,1,78724,22.14,TRAVIS COUNTY
384696963: 2020480706,2020480706,02/17/2020 12:00:00 AM,305 W WILLIAM CANNON DR,M,W,White,3102055,10043652,2,1,78745,24.22,TRAVIS COUNTY
388629128: 20201691468,20201691468,06/17/2020 12:00:00 AM,8900 N IH 35 SVRD SB,M,W,White,3129388,10102200,4,1,78753,431,TRAVIS COUNTY
388629338: 2020221127,2020221127,01/22/2020 12:00:00 AM,8808 SCHICK RD,F,B,Black,3101778,10135936,6,2,78729,204,WILLIAMSON COUNTY
388629338: 20203631250,20203631250,12/28/2020 12:00:00 AM,8808 SCHICK RD,F,B,Black,3101778,10135936,6,2,78729,204,WILLIAMSON COUNTY
388629993: 20202731396,20202731396,09/29/2020 12:00:00 AM,4606 CONNELLY ST,M,B,Black,3122861,10084358,9,1,78751,3,TRAVIS COUNTY
422052156: 2020691121,2020691121,03/09/2020 12:00:00 AM,8300 GEORGIAN DR,M,B,Black,3126366,10100628,4,1,78753,432,TRAVIS COUNTY
436341571: 20201240194,20201240194,05/03/2020 12:00:00 AM,7607 BLESSING AVE,M,W,Hispanic,3129938,10094930,4,1,78752,433,TRAVIS COUNTY
437190967: 2020350165,2020350165,02/04/2020 12:00:00 AM,5501 ROSE HILL CIR,M,B,Black,3098795,10050908,5,1,78745,303,TRAVIS COUNTY
439550240: 20201160845,20201160845,04/25/2020 12:00:00 AM,6703 TULANE DR,M,W,Hispanic,3137220,10087241,1,1,78723,21.13,TRAVIS COUNTY
440598798: 2020490038,2020490038,02/18/2020 12:00:00 AM,1201 W 38TH ST,F,W,White,3113183,10084130,10,1,78705,2,TRAVIS COUNTY
440598798: 20201400134,20201400134,05/19/2020 12:00:00 AM,1201 W 38TH ST,F,W,White,3113183,10084130,10,1,78705,2,TRAVIS COUNTY
458752793: 20201590038,20201590038,06/07/2020 12:00:00 AM,1702 RUTLAND DR,M,W,Hispanic,3123530,10109596,4,1,78758,408,TRAVIS COUNTY
458754529: 20203660344,20203660344,12/31/2020 12:00:00 AM,1708 FERGUSON LN,M,W,Hispanic,3135597,10099177,1,1,78754,435,TRAVIS COUNTY
458754670: 20202160307,20202160307,08/03/2020 12:00:00 AM,823 CONGRESS AVE,M,B,Hispanic,3114720,10071679,9,1,78701,11,TRAVIS COUNTY
458754803: 20202371510,20202371510,08/24/2020 12:00:00 AM,E OLTORF ST / BURTON DR,F,B,Black,3117503,10057313,3,1,78741,23.15,TRAVIS COUNTY
458756573: 20201060053,20201060053,04/15/2020 12:00:00 AM,2707 S IH 35 SVRD NB,M,W,Hispanic,3114497,10056575,3,1,78741,23,TRAVIS COUNTY
458758088: 20202460686,20202460686,09/02/2020 12:00:00 AM,3154 E SH 71 SVRD EB,M,B,Black,3146534,10047586,2,1,78617,23.19,TRAVIS COUNTY
458758088: 20202541169,20202541169,09/10/2020 12:00:00 AM,3154 E SH 71 SVRD EB,M,B,Black,3146534,10047586,2,1,78617,23.19,TRAVIS COUNTY
458759702: 20202211068,20202211068,08/08/2020 12:00:00 AM,7201 S CONGRESS AVE,M,W,Hispanic,3103136,10041018,2,1,78745,24.22,TRAVIS COUNTY
458763231: 20202701456,20202701456,09/26/2020 12:00:00 AM,211 NELRAY BLVD,M,W,Hispanic,3120064,10089938,9,1,78751,3,TRAVIS COUNTY
458766493: 20201050176,20201050176,04/14/2020 12:00:00 AM,2213 PERRY AVE,M,B,Black,3107519,10062438,9,1,78704,13.12,TRAVIS COUNTY
458776809: 20203390158,20203390158,12/04/2020 12:00:00 AM,8631 N LAMAR BLVD,M,W,Hispanic,3126172,10102665,4,1,78753,432,TRAVIS COUNTY
458776809: 20203441095,20203441095,12/09/2020 12:00:00 AM,2505 E RIVERSIDE DR,M,W,Hispanic,3120364,10058572,3,1,78741,23.16,TRAVIS COUNTY
458776809: 20203600481,20203600481,12/25/2020 12:00:00 AM,1747 E OLTORF ST,M,W,Hispanic,3116326,10057704,3,1,78741,23,TRAVIS COUNTY
458777281: 20201341458,20201341458,05/13/2020 12:00:00 AM,600 RED RIVER ST,F,P,Hispanic,3116080,10070241,9,1,78701,11,TRAVIS COUNTY
458781288: 20201440967,20201440967,05/23/2020 12:00:00 AM,14028 N US 183 HWY SVRD SB,F,B,Black,3093590,10146408,6,2,78613,203.34,WILLIAMSON COUNTY
458789051: 20201050723,20201050723,04/14/2020 12:00:00 AM,1201 W 38TH ST TO HOSPITAL,M,B,Black,3112814,10084047,10,1,78705,2,TRAVIS COUNTY
458789114: 20201590122,20201590122,06/07/2020 12:00:00 AM,600 CONGRESS AVE,M,B,Black,3114212,10070908,9,1,78701,11,TRAVIS COUNTY
458791726: 20203200500,20203200500,11/15/2020 12:00:00 AM,502 HARDIN CT,M,W,Hispanic,3132068,10107692,4,1,78753,410,TRAVIS COUNTY
458793888: 2020390294,2020390294,02/08/2020 12:00:00 AM,6707 BERKMAN DR,M,B,Black,3130929,10090022,1,1,78723,21.12,TRAVIS COUNTY
458794530: 20202071596,20202071596,07/25/2020 12:00:00 AM,12625 N IH 35 SVRD NB,M,W,Hispanic,3135189,10122699,7,1,78753,439,TRAVIS COUNTY
458794880: 2020351935,2020351935,02/04/2020 12:00:00 AM,13730 N FM 620 RD SB,M,B,Black,3102424,10146396,6,2,78717,203.11,WILLIAMSON COUNTY
458795859: 2020281979,2020281979,01/28/2020 12:00:00 AM,PECAN PARK BLVD / LAKELINE MALL DR,F,W,White,3093924,10144439,6,2,78613,203.34,WILLIAMSON COUNTY
458800829: 20202290320,20202290320,08/16/2020 12:00:00 AM,5000 S PLEASANT VALLEY RD,M,W,Hispanic,3114705,10045464,2,1,78744,24.11,TRAVIS COUNTY
458804417: 2020441216,2020441216,02/13/2020 12:00:00 AM,500 E 6TH ST,M,B,Black,3115841,10070419,9,1,78701,11,TRAVIS COUNTY
458808869: 2020870867,2020870867,03/27/2020 12:00:00 AM,130 CUMBERLAND RD,M,W,White,3109938,10059185,3,1,78704,13,TRAVIS COUNTY
458808869: 20203270118,20203270118,11/22/2020 12:00:00 AM,601 W BEN WHITE BLVD SVRD EB,M,W,White,3106059,10055318,3,1,78745,20,TRAVIS COUNTY
458813058: 2020750202,2020750202,03/15/2020 12:00:00 AM,5200 E WILLIAM CANNON DR,F,B,Black,3113492,10038801,2,1,78744,24.19,TRAVIS COUNTY
458817089: 20203661467,20203661467,12/31/2020 12:00:00 AM,11500 ROCK ROSE AVE,M,W,White,3119461,10119310,7,1,78758,454,TRAVIS COUNTY
