Unique ID,Primary Key,Occurred Date,Occurred Time,Location,GO Sector Name,Nature of Contact,Reason Desc,R2R Level,Master Subject ID,Highest Subject Resistance by R2R,Weapon Used 1,Weapon Used 2,Weapon Used 3,Weapon Used 4,Weapon Used 5,Number of Shots,Highest Subject Injury by R2R,Effects Officer Desc,Officer Commission Date,Officer Years of Experience Ranges,Officer Yrs of Service,Officer Organization Desc,X Coordinate,Y Coordinate,Council District,County Code,Zip Code,Census Tract,County Description,Highest R2R Level,Used Firearm(s),Used Impact Weapon(s),Used Taser(s),Used Canine(s),Used Chemical Agent(s),Used PIT(s),Used Weaponless
2020900900459210133AP8384,2020900900,03/30/2020 12:00:00 AM,1648,1500 SPYGLASS DR,David,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459210133: 2020900900,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,DAVID 600 EVENINGS REG IV PATROL,3100294,10066869,8,1,78746,19.11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020900900459210133AP8423,2020900900,03/30/2020 12:00:00 AM,1658,1500 SPYGLASS DR,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459210133: 2020900900,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,MINOR INJURY,06/23/2017 12:00:00 AM,1 - 5,3,DAVID 500 REG IV PATROL,3100294,10066869,8,1,78746,19.11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020901111459164796AP7861,2020901111,03/30/2020 12:00:00 AM,2130,5816 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459164796: 2020901111,5 - Passive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,0,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/20/2015 12:00:00 AM,1 - 5,5,HENRY 600 REGION III PATROL,3125683,10056116,3,1,78741,23.25,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020901111459164796AP8516,2020901111,03/30/2020 12:00:00 AM,-,5816 E RIVERSIDE DR,Henry,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459164796: 2020901111,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,2,HENRY 600 REGION III PATROL,3125683,10056116,3,1,78741,23.25,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020901288459812363AP3008,2020901288,03/30/2020 12:00:00 AM,2320,12301 N MOPAC EXPY SVRD NB,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459812363: 2020901288,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/21/1995 12:00:00 AM,21+,25,PARK 300 SPECIALIZED PATROL,3124874,10124334,7,1,78758,422,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020901288459812363AP8142,2020901288,03/30/2020 12:00:00 AM,2320,12301 N MOPAC EXPY SVRD NB,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459812363: 2020901288,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,ADAM 700 REG II PATROL,3124874,10124334,7,1,78758,422,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020901288459812363AP8395,2020901288,03/30/2020 12:00:00 AM,2320,12301 N MOPAC EXPY SVRD NB,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459812363: 2020901288,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2017 12:00:00 AM,1 - 5,3,ADAM 500 REG II PATROL,3124874,10124334,7,1,78758,422,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020901288459812363AP8882,2020901288,03/30/2020 12:00:00 AM,2320,12301 N MOPAC EXPY SVRD NB,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459812363: 2020901288,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,ADAM 700 REG II PATROL,3124874,10124334,7,1,78758,422,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020901288459812363AP9090,2020901288,03/30/2020 12:00:00 AM,2320,12301 N MOPAC EXPY SVRD NB,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459812363: 2020901288,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3124874,10124334,7,1,78758,422,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910039313721117AP7945,2020910039,03/31/2020 12:00:00 AM,0053,85 TRINITY ST,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,313721117: 2020910039,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/29/2015 12:00:00 AM,1 - 5,5,GEORGE 900 REG I NIGHTS,3114907,10068360,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910039313721117AP8126,2020910039,03/31/2020 12:00:00 AM,0053,85 TRINITY ST,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,313721117: 2020910039,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,GEORGE 900 REG I NIGHTS,3114907,10068360,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910307459706952AP4601,2020910307,03/31/2020 12:00:00 AM,-,2500 LAKE AUSTIN BLVD,Baker,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459706952: 2020910307,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,02/08/2002 12:00:00 AM,16 - 20,18,BAKER 200 REG I PATROL,3104600,10074446,10,1,78703,16,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910307459706952AP7040,2020910307,03/31/2020 12:00:00 AM,0850,2500 LAKE AUSTIN BLVD,Baker,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459706952: 2020910307,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/07/2011 12:00:00 AM,6 - 10,8,BAKER 200 REG I PATROL,3104600,10074446,10,1,78703,16,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910307459706952AP7778,2020910307,03/31/2020 12:00:00 AM,0909,2500 LAKE AUSTIN BLVD,Baker,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459706952: 2020910307,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/12/2014 12:00:00 AM,1 - 5,5,FINANCIAL CRIMES PROPERTY CRIMES INVEST,3104600,10074446,10,1,78703,16,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910474265421099AP4188,2020910474,03/31/2020 12:00:00 AM,-,3409 ESPERANZA XING,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,265421099: 2020910474,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,MINOR INJURY,04/20/2000 12:00:00 AM,21+,20,ADAM 200 REG II PATROL,3117951,10119208,7,1,78758,454,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910474265421099AP4644,2020910474,03/31/2020 12:00:00 AM,1125,3409 ESPERANZA XING,Adam,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,265421099: 2020910474,3 - Defensive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,-,3,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,02/08/2002 12:00:00 AM,16 - 20,18,ADAM 200 REG II PATROL,3117951,10119208,7,1,78758,454,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,0
2020910474265421099AP7510,2020910474,03/31/2020 12:00:00 AM,1148,3409 ESPERANZA XING,Adam,1-TRAFFIC STOP [Motor Vehicle Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,265421099: 2020910474,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/17/2013 12:00:00 AM,6 - 10,7,ADAM 200 REG II PATROL,3117951,10119208,7,1,78758,454,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910474265421099AP8944,2020910474,03/31/2020 12:00:00 AM,-,3409 ESPERANZA XING,Adam,4-DISPATCHED CALL [non MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,3,265421099: 2020910474,3 - Defensive Resistance,CED - PRONGS MISSED-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,1,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3117951,10119208,7,1,78758,454,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,1
2020910819459452727AP8570,2020910819,03/31/2020 12:00:00 AM,2021,7630 WOOD HOLLOW DR,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459452727: 2020910819,4 - Preparatory Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),-,-,-,-,1,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,2,BAKER 400 REG I PATROL,3111456,10104537,10,1,78731,323,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,0
2020910857459622971AP5364,2020910857,03/30/2020 12:00:00 AM,1254,2717 S LAMAR BLVD,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459622971: 2020910857,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2005 12:00:00 AM,16 - 20,15,PARK 100 SPECIALIZED PATROL,3102595,10061507,5,1,78704,20,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020910857459622971AP6445,2020910857,03/30/2020 12:00:00 AM,1254,2717 S LAMAR BLVD,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459622971: 2020910857,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/02/2009 12:00:00 AM,11 - 15,11,DAVID 200 REG IV PATROL,3102595,10061507,5,1,78704,20,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020910917208012618AP3900,2020910917,03/31/2020 12:00:00 AM,2241,800 BLOCK RUTLAND DR,Edward,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,208012618: 2020910917,4 - Preparatory Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/23/2006 12:00:00 AM,11 - 15,14,METRO TAC REGION 2,3127746,10106580,4,1,78758,409,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020910917208012618AP6981,2020910917,03/31/2020 12:00:00 AM,-,800 BLOCK RUTLAND DR,Edward,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,208012618: 2020910917,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,3 - Minor Injury,NO COMPLAINT OF INJURY/PAIN,11/12/2010 12:00:00 AM,6 - 10,9,METRO TAC REGION 2,3127746,10106580,4,1,78758,409,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020911360459497237AP7242,2020911360,03/31/2020 12:00:00 AM,-,9000 N IH 35 SVRD SB,Edward,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459497237: 2020911360,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,-,07/13/2012 12:00:00 AM,6 - 10,8,CHARLIE 700 REG III PATROL,3129767,10102564,4,1,78753,431,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020911360459497237AP8795,2020911360,03/31/2020 12:00:00 AM,-,9000 N IH 35 SVRD SB,Edward,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",3,459497237: 2020911360,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,09/01/2018 12:00:00 AM,1 - 5,2,EDWARD 700 REG II PATROL,3129767,10102564,4,1,78753,431,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020911407459034938AP8514,2020911407,04/01/2020 12:00:00 AM,0012,919 E 32ND ST,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459034938: 2020911407,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/22/2017 12:00:00 AM,1 - 5,2,BAKER 700 REG I PATROL,3119190,10079092,9,1,78705,4,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020911407459034938AP8895,2020911407,04/01/2020 12:00:00 AM,0012,919 E 32ND ST,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459034938: 2020911407,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,BAKER 700 REG I PATROL,3119190,10079092,9,1,78705,4,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020911407459034938AP9116,2020911407,04/01/2020 12:00:00 AM,0012,919 E 32ND ST,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459034938: 2020911407,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3119190,10079092,9,1,78705,4,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020920285459460994AP7040,2020920285,04/01/2020 12:00:00 AM,0716,7117 WOOD HOLLOW DR,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459460994: 2020920285,5 - Passive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/07/2011 12:00:00 AM,6 - 10,8,BAKER 200 REG I PATROL,3110586,10102099,10,1,78731,323,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020920285459460994AP7119,2020920285,04/01/2020 12:00:00 AM,-,7117 WOOD HOLLOW DR,Baker,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459460994: 2020920285,5 - Passive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/07/2011 12:00:00 AM,6 - 10,8,BAKER 200 REG I PATROL,3110586,10102099,10,1,78731,323,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020921119459159174AP7780,2020921119,04/01/2020 12:00:00 AM,1853,W 5TH ST / CONGRESS AVE,George,5-VIEWED OFFENSE [non MV-Stop],NECESSARY TO DEFEND ANOTHER,3,459159174: 2020921119,2 - Aggressive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,12/12/2014 12:00:00 AM,1 - 5,5,GEORGE 500 REG I EVENING,3114205,10070406,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020921119459159174AP8152,2020921119,04/01/2020 12:00:00 AM,1853,W 5TH ST / CONGRESS AVE,George,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",4,459159174: 2020921119,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,GEORGE 500 REG I EVENING,3114205,10070406,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020921121459916918AP9057,2020921121,04/01/2020 12:00:00 AM,1858,7800 NORTHCROSS DR,Baker,6-SELF-INITIATED SUBJECT STOP [non-MV Stop],TO RESTRAIN FOR SUBJECTS SAFETY,4,459916918: 2020921121,5 - Passive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/27/2020 12:00:00 AM,<1,0,ACADEMY CADET TRAINING REG II,3115529,10103081,7,1,78757,404,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020921183246814341AP8132,2020921183,04/01/2020 12:00:00 AM,2016,2304 WIRTZ AVE,David,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,246814341: 2020921183,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,DAVID 500 REG IV PATROL,3106788,10062570,9,1,78704,13.12,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930194459772773AP6145,2020930194,04/02/2020 12:00:00 AM,0624,823 CONGRESS AVE,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459772773: 2020930194,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,01/04/2008 12:00:00 AM,11 - 15,12,GEORGE 200 REG I DAYS,3114720,10071679,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930194459772773AP6290,2020930194,04/02/2020 12:00:00 AM,0624,823 CONGRESS AVE,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459772773: 2020930194,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,06/20/2008 12:00:00 AM,11 - 15,12,GEORGE 200 REG I DAYS,3114720,10071679,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930194459772773AP7400,2020930194,04/02/2020 12:00:00 AM,0624,823 CONGRESS AVE,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459772773: 2020930194,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/22/2013 12:00:00 AM,6 - 10,7,GEORGE 200 REG I DAYS,3114720,10071679,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930194459772773AP7638,2020930194,04/02/2020 12:00:00 AM,0624,823 CONGRESS AVE,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,459772773: 2020930194,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/21/2014 12:00:00 AM,6 - 10,6,GEORGE 200 REG I DAYS,3114720,10071679,9,1,78701,11,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930315458818041AP3535,2020930315,04/02/2020 12:00:00 AM,0832,1025 W STASSNEY LN,Frank,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,4,458818041: 2020930315,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/27/1998 12:00:00 AM,21+,22,FRANK 200 REG IV PATROL,3100832,10049405,2,1,78745,24.10,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930315458818041AP6972,2020930315,04/02/2020 12:00:00 AM,0828,1025 W STASSNEY LN,Frank,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,458818041: 2020930315,3 - Defensive Resistance,CHEMICAL AGENT - O C SPRAY,-,-,-,-,1,4 - Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,11/12/2010 12:00:00 AM,6 - 10,9,FRANK 200 REG IV PATROL,3100832,10049405,2,1,78745,24.10,TRAVIS COUNTY,Level 3,0,0,0,0,1,0,0
2020930675167562581AP7042,2020930675,04/02/2020 12:00:00 AM,1510,710 E BEN WHITE BLVD SVRD WB,David,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,167562581: 2020930675,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,10/07/2011 12:00:00 AM,6 - 10,8,HENRY 100 REG III PATROL,3111061,10053193,3,1,78704,23.22,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020930675167562581AP8929,2020930675,04/02/2020 12:00:00 AM,1510,710 E BEN WHITE BLVD SVRD WB,David,4-DISPATCHED CALL [non MV Stop],"IN CUSTODY, MAINTAINING CONTROL",4,167562581: 2020930675,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,5 - Complaint Of Injury/Pain But None Observed,NO COMPLAINT OF INJURY/PAIN,05/10/2019 12:00:00 AM,1 - 5,1,DAVID 400 REG IV PATROL,3111061,10053193,3,1,78704,23.22,TRAVIS COUNTY,Level 4,0,0,0,0,0,0,1
2020940992459654690AP8110,2020940992,04/03/2020 12:00:00 AM,1800,316 E 6TH ST,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459654690: 2020940992,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,07/08/2016 12:00:00 AM,1 - 5,4,GEORGE 600 REG I EVENING,3115314,10070574,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020940992459654690AP8235,2020940992,04/03/2020 12:00:00 AM,1800,316 E 6TH ST,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,459654690: 2020940992,3 - Defensive Resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,5,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,10/28/2016 12:00:00 AM,1 - 5,3,GEORGE 800 REG 1 NIGHTS,3115314,10070574,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,1,0,0,0,1
2020941035376439057AP7445,2020941035,04/03/2020 12:00:00 AM,1850,500 E 7TH ST,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,3,376439057: 2020941035,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,03/22/2013 12:00:00 AM,6 - 10,7,STREET NARCOTICS TEAM 2 OCD,3115952,10070759,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020941035376439057AP7699,2020941035,04/03/2020 12:00:00 AM,1834,500 E 7TH ST,George,4-DISPATCHED CALL [non MV Stop],NECESSARY TO EFFECT ARREST / DETENTION,34,376439057: 2020941035,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,05/30/2014 12:00:00 AM,6 - 10,6,GEORGE 600 REG I EVENING,3115952,10070759,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
2020941035376439057AP8740,2020941035,04/03/2020 12:00:00 AM,1849,500 E 7TH ST,George,5-VIEWED OFFENSE [non MV-Stop],"IN CUSTODY, MAINTAINING CONTROL",34,376439057: 2020941035,3 - Defensive Resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),-,-,-,-,-,6 - No Complaint Of Injury/Pain,NO COMPLAINT OF INJURY/PAIN,09/02/2018 12:00:00 AM,1 - 5,2,GEORGE 600 REG I EVENING,3115952,10070759,9,1,78701,11,TRAVIS COUNTY,Level 3,0,0,0,0,0,0,1
